423,hsa-miR-522-5p
71,hsa-miR-6762-5p
609,hsa-miR-4728-5p
152,hsa-miR-3960
809,hsa-miR-4651
2383,hsa-miR-6838-5p
40,hsa-miR-29b-3p
142,hsa-miR-619-5p
499,hsa-miR-6859-3p
76,hsa-miR-6753-5p
1134,hsa-miR-6783-3p
673,hsa-miR-1184
1542,hsa-miR-4726-5p
1940,hsa-miR-216a-3p
594,hsa-miR-6827-5p
1988,hsa-miR-6085
2446,hsa-miR-4632-5p
232,hsa-miR-3135b
1444,hsa-miR-6086
410,hsa-miR-4659b-3p
1088,hsa-miR-6880-5p
223,hsa-miR-346
312,hsa-miR-6843-3p
1474,hsa-miR-1249-5p
189,hsa-miR-6886-3p
2629,hsa-miR-4691-5p
1737,hsa-miR-1248
1491,hsa-miR-6860
834,hsa-miR-4733-3p
130,hsa-miR-181c-5p
1004,hsa-miR-6861-3p
430,hsa-miR-181a-5p
905,hsa-miR-4755-3p
498,hsa-miR-7161-3p
296,hsa-miR-615-5p
418,hsa-miR-522-5p
786,hsa-miR-7703
964,hsa-miR-1226-3p
590,hsa-miR-3187-5p
3322,hsa-miR-7161-3p
1528,hsa-miR-5001-5p
334,hsa-miR-4268
1605,hsa-miR-4685-5p
507,hsa-miR-6773-3p
4,hsa-miR-4728-5p
2215,hsa-miR-3929
202,hsa-miR-6833-3p
509,hsa-miR-6785-5p
36,hsa-miR-665
423,hsa-miR-519b-5p
170,hsa-miR-3135a
2819,hsa-miR-6797-5p
71,hsa-miR-1286
1058,hsa-miR-328-5p
544,hsa-miR-541-3p
988,hsa-miR-4430
307,hsa-miR-4498
979,hsa-miR-138-5p
1004,hsa-miR-382-3p
178,hsa-miR-619-5p
2025,hsa-miR-6791-5p
439,hsa-miR-6722-3p
9,hsa-miR-6870-5p
761,hsa-miR-1249-5p
755,hsa-miR-608
11,hsa-miR-6838-5p
196,hsa-miR-4733-3p
1563,hsa-miR-1-3p
1536,hsa-miR-4711-3p
3126,hsa-miR-6798-5p
2004,hsa-miR-608
854,hsa-miR-3918
346,hsa-miR-6803-5p
528,hsa-miR-637
590,hsa-miR-5100
730,hsa-miR-149-3p
855,hsa-miR-6837-5p
303,hsa-miR-3187-5p
125,hsa-miR-4768-5p
71,hsa-miR-3619-5p
1012,hsa-miR-6796-5p
436,hsa-miR-3929
180,hsa-miR-1913
1987,hsa-miR-6864-5p
837,hsa-miR-330-5p
1491,hsa-miR-612
283,hsa-miR-762
74,hsa-miR-6720-5p
1797,hsa-miR-4762-3p
1599,hsa-miR-762
176,hsa-miR-1233-5p
16,hsa-miR-4720-5p
32,hsa-miR-378e
402,hsa-miR-1207-5p
1594,hsa-miR-6854-5p
746,hsa-miR-433-5p
612,hsa-miR-6895-5p
1345,hsa-miR-4430
1213,hsa-miR-4739
321,hsa-miR-6752-5p
3050,hsa-miR-6751-5p
484,hsa-miR-3620-5p
110,hsa-miR-3925-3p
98,hsa-miR-658
1851,hsa-miR-762
23,hsa-miR-214-3p
1515,hsa-miR-4530
1559,hsa-miR-6803-5p
560,hsa-miR-6855-5p
671,hsa-miR-6825-5p
58,hsa-miR-615-5p
201,hsa-miR-4731-5p
951,hsa-miR-637
3505,hsa-miR-6734-3p
1219,hsa-miR-6780a-5p
670,hsa-miR-1285-3p
2249,hsa-miR-30b-3p
784,hsa-miR-762
318,hsa-miR-3135a
625,hsa-miR-5787
887,hsa-miR-6808-5p
322,hsa-miR-6766-5p
12,hsa-miR-7111-5p
356,hsa-miR-762
511,hsa-miR-4763-3p
1467,hsa-miR-4739
1416,hsa-miR-3960
910,hsa-miR-873-5p
334,hsa-miR-6754-3p
595,hsa-miR-1913
350,hsa-miR-661
148,hsa-miR-6775-5p
381,hsa-miR-4530
1183,hsa-miR-4691-5p
958,hsa-miR-3187-5p
80,hsa-miR-29a-3p
1041,hsa-miR-1301-3p
1446,hsa-miR-762
727,hsa-miR-143-5p
2195,hsa-miR-765
26,hsa-miR-1207-5p
750,hsa-miR-6881-3p
154,hsa-miR-593-5p
207,hsa-miR-2861
1248,hsa-miR-6752-5p
619,hsa-miR-29c-3p
958,hsa-miR-6798-5p
506,hsa-miR-6731-5p
1359,hsa-miR-6809-3p
937,hsa-miR-3159
36,hsa-miR-214-3p
79,hsa-miR-29b-3p
142,hsa-miR-4767
2642,hsa-miR-6808-5p
6,hsa-miR-619-5p
1,hsa-miR-6842-5p
88,hsa-miR-7851-3p
1903,hsa-miR-1226-3p
90,hsa-miR-3613-3p
3496,hsa-miR-4685-5p
710,hsa-miR-2861
176,hsa-miR-5684
26,hsa-miR-4270
36,hsa-miR-6836-5p
8,hsa-miR-370-3p
2516,hsa-miR-6838-5p
36,hsa-miR-4530
258,hsa-miR-6754-5p
1237,hsa-miR-665
209,hsa-miR-4733-3p
3187,hsa-miR-4640-5p
606,hsa-miR-1236-3p
1269,hsa-miR-6791-5p
38,hsa-miR-665
590,hsa-miR-6886-3p
403,hsa-miR-6860
25,hsa-miR-5787
151,hsa-miR-4739
173,hsa-miR-1827
390,hsa-miR-4733-3p
1293,hsa-miR-3619-5p
322,hsa-miR-637
1009,hsa-miR-619-5p
2007,hsa-miR-6836-5p
2352,hsa-miR-3064-5p
222,hsa-miR-6860
412,hsa-miR-138-5p
2276,hsa-miR-4739
7,hsa-miR-6851-3p
171,hsa-miR-4656
33,hsa-miR-5692c
127,hsa-miR-7113-5p
488,hsa-miR-3652
48,hsa-miR-6720-5p
1784,hsa-miR-136-5p
23,hsa-miR-6836-5p
687,hsa-miR-6799-5p
196,hsa-miR-6132
723,hsa-miR-6720-5p
1221,hsa-miR-4763-3p
660,hsa-miR-4726-5p
299,hsa-miR-3189-3p
2752,hsa-miR-4686
943,hsa-miR-6845-3p
388,hsa-miR-221-5p
8,hsa-miR-431-5p
345,hsa-miR-3619-5p
4,hsa-miR-1273h-5p
2654,hsa-miR-4778-3p
211,hsa-miR-1286
1663,hsa-miR-1273h-5p
12,hsa-miR-6797-5p
178,hsa-miR-6807-3p
2,hsa-miR-4763-3p
455,hsa-miR-939-3p
1558,hsa-miR-6792-3p
1209,hsa-miR-665
2170,hsa-miR-8485
1742,hsa-miR-6860
2370,hsa-miR-4775
136,hsa-miR-1286
1782,hsa-miR-939-3p
443,hsa-miR-2861
2997,hsa-miR-1184
395,hsa-miR-3924
3286,hsa-miR-4659b-3p
534,hsa-miR-942-5p
17,hsa-miR-3617-3p
2393,hsa-miR-3135b
1192,hsa-miR-29a-3p
1729,hsa-miR-942-5p
183,hsa-miR-4498
592,hsa-miR-6886-3p
256,hsa-miR-6882-3p
1316,hsa-miR-6756-5p
2489,hsa-miR-4751
911,hsa-miR-4763-3p
152,hsa-miR-5787
1656,hsa-miR-6780a-5p
2198,hsa-miR-877-3p
52,hsa-miR-297
1,hsa-miR-4784
8,hsa-miR-5001-5p
625,hsa-miR-4685-5p
560,hsa-miR-143-3p
963,hsa-miR-762
44,hsa-miR-106b-5p
103,hsa-miR-6832-3p
158,hsa-miR-4794
1344,hsa-miR-1207-5p
2758,hsa-miR-4768-5p
102,hsa-miR-661
1621,hsa-miR-1303
189,hsa-miR-3661
255,hsa-miR-4763-3p
1729,hsa-miR-6893-3p
1297,hsa-miR-4677-5p
150,hsa-miR-885-3p
1391,hsa-miR-8081
1215,hsa-miR-4763-3p
320,hsa-miR-6732-5p
1507,hsa-miR-4726-5p
328,hsa-miR-4268
800,hsa-miR-661
150,hsa-miR-6775-5p
730,hsa-miR-622
464,hsa-miR-29a-3p
232,hsa-miR-4656
1655,hsa-miR-3202
325,hsa-miR-6881-3p
1523,hsa-miR-4685-5p
447,hsa-miR-8089
296,hsa-miR-6783-3p
2211,hsa-miR-3960
700,hsa-miR-17-5p
483,hsa-miR-6882-3p
1559,hsa-miR-6756-5p
1998,hsa-miR-639
2978,hsa-miR-4763-3p
631,hsa-miR-5047
1575,hsa-miR-185-3p
380,hsa-miR-1275
26,hsa-miR-6743-5p
908,hsa-miR-4530
1001,hsa-miR-619-5p
2,hsa-miR-326
4,hsa-miR-939-5p
100,hsa-miR-6880-5p
16,hsa-miR-5088-3p
3,hsa-miR-4510
189,hsa-miR-6132
150,hsa-miR-4747-5p
227,hsa-miR-4505
528,hsa-miR-7851-3p
323,hsa-miR-4505
1042,hsa-miR-3132
582,hsa-miR-378g
295,hsa-miR-4726-5p
809,hsa-miR-1207-5p
5,hsa-miR-4739
340,hsa-miR-5585-3p
727,hsa-miR-6791-3p
395,hsa-miR-340-3p
1155,hsa-miR-4691-5p
746,hsa-miR-6744-3p
6,hsa-miR-5683
544,hsa-miR-3974
192,hsa-miR-6883-5p
2396,hsa-miR-4437
1640,hsa-miR-619-5p
199,hsa-miR-4733-3p
514,hsa-miR-6762-3p
1950,hsa-miR-3929
2002,hsa-miR-3620-5p
1842,hsa-miR-1226-5p
3121,hsa-miR-3157-5p
2843,hsa-miR-4646-5p
1371,hsa-miR-6764-5p
1940,hsa-miR-1538
1332,hsa-miR-4775
361,hsa-miR-6804-3p
572,hsa-miR-608
713,hsa-miR-485-5p
687,hsa-miR-1249-5p
1866,hsa-miR-4763-3p
3493,hsa-miR-3925-5p
119,hsa-miR-6852-5p
1211,hsa-miR-939-5p
573,hsa-miR-6722-3p
439,hsa-miR-185-3p
747,hsa-miR-370-5p
180,hsa-miR-3661
607,hsa-miR-661
248,hsa-miR-1184
2930,hsa-miR-1273h-5p
955,hsa-miR-6852-5p
400,hsa-miR-6754-5p
37,hsa-miR-6874-5p
648,hsa-miR-6827-5p
645,hsa-miR-1909-3p
137,hsa-miR-4733-3p
544,hsa-miR-3140-3p
455,hsa-miR-5001-3p
1831,hsa-miR-4691-5p
1012,hsa-miR-6895-5p
634,hsa-miR-4726-5p
840,hsa-miR-4427
1238,hsa-miR-4751
2720,hsa-miR-6864-5p
18,hsa-miR-568
901,hsa-miR-378a-5p
3331,hsa-miR-619-5p
454,hsa-miR-615-5p
969,hsa-miR-6739-5p
415,hsa-miR-608
339,hsa-miR-6886-3p
504,hsa-miR-4640-5p
3137,hsa-miR-939-3p
854,hsa-miR-4685-5p
1076,hsa-miR-3187-5p
797,hsa-miR-6782-5p
3532,hsa-miR-6827-5p
121,hsa-miR-615-5p
713,hsa-miR-6884-5p
598,hsa-miR-6833-3p
1348,hsa-miR-588
2315,hsa-miR-3925-3p
9,hsa-miR-8085
3,hsa-miR-6799-5p
230,hsa-miR-7111-3p
929,hsa-miR-3619-5p
777,hsa-miR-6827-5p
184,hsa-miR-5100
878,hsa-miR-3065-3p
1335,hsa-miR-6756-3p
473,hsa-miR-6812-5p
3344,hsa-miR-1285-3p
1253,hsa-miR-6843-3p
461,hsa-miR-6887-5p
2912,hsa-miR-6868-3p
3334,hsa-miR-574-5p
627,hsa-miR-762
545,hsa-miR-665
1185,hsa-miR-4691-5p
32,hsa-miR-4463
1614,hsa-miR-23c
402,hsa-miR-3187-5p
480,hsa-miR-6838-5p
186,hsa-miR-5684
766,hsa-miR-6756-5p
142,hsa-miR-3159
8,hsa-miR-30e-5p
1578,hsa-miR-4739
402,hsa-miR-6741-5p
420,hsa-miR-4700-5p
171,hsa-miR-6840-3p
483,hsa-miR-3064-5p
1145,hsa-miR-328-3p
569,hsa-miR-4728-5p
294,hsa-miR-30b-3p
180,hsa-miR-1587
373,hsa-miR-6772-5p
318,hsa-miR-504-3p
1060,hsa-miR-6735-5p
2,hsa-miR-4745-5p
134,hsa-miR-4640-5p
1415,hsa-miR-7851-3p
2910,hsa-miR-6803-5p
307,hsa-miR-3677-5p
1079,hsa-miR-612
965,hsa-miR-3972
638,hsa-miR-3929
200,hsa-miR-6762-5p
1536,hsa-miR-330-5p
68,hsa-miR-4667-3p
2517,hsa-miR-4268
1932,hsa-miR-6868-3p
495,hsa-miR-5193
512,hsa-miR-7851-3p
117,hsa-miR-3619-5p
43,hsa-miR-5193
1553,hsa-miR-4728-5p
627,hsa-miR-6735-5p
249,hsa-miR-939-5p
198,hsa-miR-4710
882,hsa-miR-1226-5p
9,hsa-miR-6785-5p
1548,hsa-miR-6780a-5p
180,hsa-miR-6754-5p
136,hsa-miR-6753-5p
57,hsa-miR-761
636,hsa-miR-1285-3p
793,hsa-miR-6752-5p
828,hsa-miR-4268
3459,hsa-miR-4763-3p
1319,hsa-miR-4644
1287,hsa-miR-665
5,hsa-miR-6799-5p
1369,hsa-miR-6764-5p
78,hsa-miR-3065-3p
1532,hsa-miR-4711-3p
608,hsa-miR-6809-3p
1906,hsa-miR-6774-5p
1036,hsa-miR-6514-3p
381,hsa-miR-4733-3p
279,hsa-miR-4763-3p
458,hsa-miR-608
2377,hsa-miR-1273h-5p
89,hsa-miR-485-5p
1857,hsa-miR-494-5p
1512,hsa-miR-4685-3p
1865,hsa-miR-4763-3p
1213,hsa-miR-8089
1134,hsa-miR-6829-3p
747,hsa-miR-1538
507,hsa-miR-663b
464,hsa-miR-4733-3p
265,hsa-miR-6852-5p
38,hsa-miR-6827-5p
433,hsa-miR-5787
2035,hsa-miR-4685-5p
548,hsa-miR-3173-3p
431,hsa-miR-181a-5p
340,hsa-miR-619-5p
371,hsa-miR-4701-3p
452,hsa-miR-2861
344,hsa-miR-6751-5p
511,hsa-miR-7107-5p
492,hsa-miR-3652
166,hsa-miR-3139
94,hsa-miR-6874-5p
1663,hsa-miR-1285-3p
94,hsa-miR-3135b
433,hsa-miR-1273h-5p
600,hsa-miR-5001-5p
1311,hsa-miR-1205
501,hsa-miR-6859-3p
961,hsa-miR-1226-3p
89,hsa-miR-6720-5p
1475,hsa-miR-1249-5p
2074,hsa-miR-619-5p
1349,hsa-miR-1226-3p
1372,hsa-miR-7703
3156,hsa-miR-1286
640,hsa-miR-3196
29,hsa-miR-665
119,hsa-miR-6791-5p
757,hsa-miR-6881-3p
3148,hsa-miR-6721-5p
306,hsa-miR-1184
1066,hsa-miR-3661
544,hsa-miR-873-3p
264,hsa-miR-1249-3p
75,hsa-miR-29b-3p
55,hsa-miR-520g-3p
3,hsa-miR-6127
3,hsa-miR-920
471,hsa-miR-6756-5p
420,hsa-miR-519a-5p
1124,hsa-miR-4751
1001,hsa-miR-6884-5p
879,hsa-miR-4726-5p
44,hsa-miR-619-5p
2983,hsa-miR-1184
138,hsa-miR-500b-3p
1522,hsa-miR-6873-3p
3200,hsa-miR-4677-5p
1485,hsa-miR-762
347,hsa-miR-6868-3p
1532,hsa-miR-450a-2-3p
88,hsa-miR-6849-3p
385,hsa-miR-619-5p
182,hsa-miR-3661
332,hsa-miR-6878-3p
760,hsa-miR-1249-5p
2908,hsa-miR-4685-5p
1538,hsa-miR-145-5p
1338,hsa-miR-4640-5p
183,hsa-miR-346
147,hsa-miR-5193
562,hsa-miR-1268b
2888,hsa-miR-30d-3p
134,hsa-miR-1304-3p
214,hsa-miR-4685-5p
14,hsa-miR-1185-1-3p
277,hsa-miR-4638-3p
549,hsa-miR-550a-3p
969,hsa-miR-3929
464,hsa-miR-29c-3p
890,hsa-miR-3613-3p
3246,hsa-miR-6726-5p
16,hsa-miR-4778-3p
1571,hsa-miR-1913
3192,hsa-miR-6881-3p
1980,hsa-miR-6809-3p
296,hsa-miR-637
1147,hsa-miR-4778-3p
1062,hsa-miR-877-3p
692,hsa-miR-661
232,hsa-miR-3159
260,hsa-miR-6754-5p
195,hsa-miR-6873-3p
103,hsa-miR-637
259,hsa-miR-8073
5,hsa-miR-920
2298,hsa-miR-6867-3p
1600,hsa-miR-4778-3p
2110,hsa-miR-6881-3p
1072,hsa-miR-6739-5p
1128,hsa-miR-661
2600,hsa-miR-6751-5p
224,hsa-miR-1587
462,hsa-miR-4733-3p
1440,hsa-miR-762
37,hsa-miR-378g
7,hsa-miR-646
186,hsa-miR-3202
512,hsa-miR-6797-5p
141,hsa-miR-1277-5p
99,hsa-miR-3132
2368,hsa-miR-4739
3241,hsa-miR-6085
1115,hsa-miR-762
606,hsa-miR-6873-3p
1140,hsa-miR-612
1014,hsa-miR-1273h-5p
131,hsa-miR-6862-5p
1287,hsa-miR-6780a-5p
596,hsa-miR-6792-3p
332,hsa-miR-6772-3p
149,hsa-miR-4632-5p
1521,hsa-miR-6879-5p
529,hsa-miR-6782-3p
863,hsa-miR-939-3p
1996,hsa-miR-6836-5p
1258,hsa-miR-6756-5p
980,hsa-miR-6884-5p
196,hsa-miR-1286
696,hsa-miR-8485
1348,hsa-miR-4515
161,hsa-miR-7160-5p
80,hsa-miR-593-5p
2177,hsa-miR-6772-5p
258,hsa-miR-4691-5p
600,hsa-miR-6780b-5p
147,hsa-miR-6883-5p
771,hsa-miR-143-5p
1024,hsa-miR-134-3p
1350,hsa-miR-6829-5p
55,hsa-miR-4772-3p
389,hsa-miR-5193
91,hsa-miR-3929
81,hsa-miR-4778-3p
874,hsa-miR-4640-5p
1933,hsa-miR-6783-3p
143,hsa-miR-6845-3p
2238,hsa-miR-181b-5p
1139,hsa-miR-3187-5p
2469,hsa-miR-615-5p
225,hsa-miR-6782-5p
414,hsa-miR-6780a-5p
224,hsa-miR-5589-5p
740,hsa-miR-1273h-5p
405,hsa-miR-665
1505,hsa-miR-1249-5p
88,hsa-miR-3613-3p
759,hsa-miR-149-3p
315,hsa-miR-1268b
142,hsa-miR-7851-3p
2606,hsa-miR-6848-5p
1252,hsa-miR-143-5p
372,hsa-miR-1183
1987,hsa-miR-6085
232,hsa-miR-1285-3p
1169,hsa-miR-1909-3p
777,hsa-miR-5006-5p
1348,hsa-miR-378j
100,hsa-miR-1229-5p
349,hsa-miR-4787-5p
1329,hsa-miR-153-5p
293,hsa-miR-6728-3p
327,hsa-miR-4268
1721,hsa-miR-3662
140,hsa-miR-4270
323,hsa-miR-6803-5p
934,hsa-miR-3159
560,hsa-miR-4751
190,hsa-miR-6741-5p
2986,hsa-miR-4659a-3p
190,hsa-miR-3187-5p
1765,hsa-miR-6808-5p
182,hsa-miR-6754-5p
1197,hsa-miR-6836-5p
63,hsa-miR-8065
363,hsa-miR-6132
1570,hsa-miR-1207-5p
63,hsa-miR-30e-3p
48,hsa-miR-6749-5p
1077,hsa-miR-5189-5p
901,hsa-miR-328-5p
392,hsa-miR-6818-5p
191,hsa-miR-1913
989,hsa-miR-1304-3p
2868,hsa-miR-362-5p
594,hsa-miR-346
2599,hsa-miR-548n
652,hsa-miR-1184
907,hsa-miR-6783-3p
1279,hsa-miR-4686
140,hsa-miR-4685-5p
1569,hsa-miR-1207-5p
174,hsa-miR-4478
543,hsa-miR-6772-5p
812,hsa-miR-6865-5p
476,hsa-miR-2861
2606,hsa-miR-6721-5p
124,hsa-miR-942-5p
441,hsa-miR-4763-3p
17,hsa-miR-6893-5p
412,hsa-miR-3140-3p
801,hsa-miR-3620-5p
2027,hsa-miR-762
1734,hsa-miR-665
348,hsa-miR-373-3p
2129,hsa-miR-1587
129,hsa-miR-3065-3p
2384,hsa-miR-6838-5p
2976,hsa-miR-6721-5p
2346,hsa-miR-6756-5p
40,hsa-miR-6762-5p
2701,hsa-miR-3937
2840,hsa-miR-5193
371,hsa-miR-6776-5p
827,hsa-miR-6884-5p
2702,hsa-miR-7161-3p
401,hsa-miR-7112-5p
149,hsa-miR-6756-5p
1095,hsa-miR-6827-5p
2390,hsa-miR-3135b
240,hsa-miR-106a-5p
1781,hsa-miR-608
1730,hsa-miR-4763-3p
1081,hsa-miR-622
3449,hsa-miR-6081
917,hsa-miR-1304-3p
274,hsa-miR-3065-3p
287,hsa-miR-1972
1034,hsa-miR-6734-3p
3332,hsa-miR-6751-5p
2622,hsa-miR-3619-5p
1054,hsa-miR-30b-3p
1005,hsa-miR-181d-5p
1360,hsa-miR-6809-3p
454,hsa-miR-6852-5p
722,hsa-miR-4751
166,hsa-miR-1273h-5p
1335,hsa-miR-6862-5p
727,hsa-miR-4713-5p
886,hsa-miR-3929
751,hsa-miR-5193
788,hsa-miR-6756-5p
521,hsa-miR-3925-3p
403,hsa-miR-346
2714,hsa-miR-214-3p
2182,hsa-miR-6727-5p
420,hsa-miR-519c-5p
3256,hsa-miR-6756-5p
552,hsa-miR-181d-5p
1716,hsa-miR-6809-3p
1636,hsa-miR-4685-5p
463,hsa-miR-1286
1691,hsa-miR-6797-5p
294,hsa-miR-4656
224,hsa-miR-5189-5p
178,hsa-miR-1273h-5p
1671,hsa-miR-4778-3p
3375,hsa-miR-185-3p
142,hsa-miR-4722-5p
774,hsa-miR-3692-3p
502,hsa-miR-6859-3p
1838,hsa-miR-877-3p
2951,hsa-miR-1909-3p
1135,hsa-miR-4268
997,hsa-miR-5580-5p
1903,hsa-miR-6829-5p
375,hsa-miR-30c-2-3p
1812,hsa-miR-619-5p
6,hsa-miR-7113-3p
465,hsa-miR-4530
435,hsa-miR-660-3p
1,hsa-miR-6779-5p
607,hsa-miR-1976
392,hsa-miR-4462
1735,hsa-miR-1236-3p
846,hsa-miR-3620-5p
705,hsa-miR-608
1164,hsa-miR-1915-5p
1166,hsa-miR-5193
68,hsa-miR-6810-3p
1792,hsa-miR-4728-5p
651,hsa-miR-3187-5p
2051,hsa-miR-6734-3p
655,hsa-miR-4763-3p
511,hsa-miR-6851-5p
2495,hsa-miR-4632-5p
129,hsa-miR-4688
119,hsa-miR-4685-3p
531,hsa-miR-6852-5p
148,hsa-miR-4270
3171,hsa-miR-877-3p
541,hsa-miR-181b-5p
1480,hsa-miR-1184
1213,hsa-miR-4728-5p
2924,hsa-miR-4659a-3p
866,hsa-miR-4739
2783,hsa-miR-7108-3p
1956,hsa-miR-6881-3p
808,hsa-miR-5100
2,hsa-miR-6756-5p
1036,hsa-miR-6884-5p
2194,hsa-miR-4692
1746,hsa-miR-3619-5p
459,hsa-miR-6756-5p
829,hsa-miR-6792-3p
722,hsa-miR-125b-5p
564,hsa-miR-6825-5p
2924,hsa-miR-4659b-3p
51,hsa-miR-181c-5p
614,hsa-miR-30b-3p
3474,hsa-miR-6808-5p
2057,hsa-miR-608
438,hsa-miR-1909-3p
2679,hsa-miR-4685-5p
40,hsa-miR-634
2848,hsa-miR-6836-5p
98,hsa-miR-7111-5p
630,hsa-miR-6753-5p
130,hsa-miR-181a-5p
2306,hsa-miR-6511a-5p
505,hsa-miR-4640-5p
1205,hsa-miR-637
293,hsa-miR-6883-5p
288,hsa-miR-214-3p
530,hsa-miR-4640-5p
2783,hsa-miR-6884-5p
746,hsa-miR-6747-3p
62,hsa-miR-4768-5p
1907,hsa-miR-939-3p
2852,hsa-miR-6881-3p
338,hsa-miR-4763-3p
2869,hsa-miR-3613-3p
148,hsa-miR-6734-3p
656,hsa-miR-3192-5p
124,hsa-miR-6783-3p
37,hsa-miR-4685-5p
2188,hsa-miR-1205
172,hsa-miR-3135a
571,hsa-miR-4524a-3p
402,hsa-miR-5589-5p
45,hsa-miR-7113-3p
1277,hsa-miR-3613-3p
765,hsa-miR-877-3p
674,hsa-miR-6792-3p
142,hsa-miR-665
895,hsa-miR-30b-3p
332,hsa-miR-5193
264,hsa-miR-6852-5p
29,hsa-miR-29b-3p
277,hsa-miR-3065-3p
10,hsa-miR-7111-5p
902,hsa-miR-6756-5p
1802,hsa-miR-3187-5p
509,hsa-miR-6722-3p
1600,hsa-miR-4659a-3p
1358,hsa-miR-153-5p
512,hsa-miR-612
339,hsa-miR-5100
1321,hsa-miR-106b-5p
830,hsa-miR-6881-3p
1963,hsa-miR-6829-3p
588,hsa-miR-5100
483,hsa-miR-1207-5p
81,hsa-miR-135b-3p
276,hsa-miR-4763-3p
210,hsa-miR-29a-3p
3265,hsa-miR-6754-5p
1163,hsa-miR-1205
1532,hsa-miR-5193
848,hsa-miR-181d-5p
3199,hsa-miR-6881-3p
844,hsa-miR-6792-3p
